epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9360345602035522,0.0010000000474974513,0.18181954324245453,0.9743308424949646,0.08143635839223862
1,0.978357195854187,0.0010000000474974513,0.06486809998750687,0.9203434586524963,0.2633102834224701
2,0.9835913181304932,0.0010000000474974513,0.048779312521219254,0.9754270315170288,0.0734727755188942
3,0.9863366484642029,0.0010000000474974513,0.04107549786567688,0.9748789668083191,0.0807216688990593
4,0.9881466627120972,0.0010000000474974513,0.03521393984556198,0.9773454070091248,0.08260368555784225
5,0.9921308755874634,0.0005000000237487257,0.024413421750068665,0.9862062931060791,0.057962797582149506
6,0.9927268624305725,0.0005000000237487257,0.022237608209252357,0.9772540330886841,0.07592324912548065
7,0.993104875087738,0.0005000000237487257,0.021186748519539833,0.9836484789848328,0.06541065871715546
8,0.9946582913398743,0.0002500000118743628,0.015922287479043007,0.9830090403556824,0.06571876257658005
